1033.235555,0.0769327,,,,,
1032.908459,0.0627737,,,,,
1032.521376,0.0512206,,,,,
1032.194732,0.044955,,,,,
1031.550647,0.0437634,,,,,
1030.770234,0.0494817,,,,,
1030.513214,0.0563782,,,,,
1030.127924,0.0652296,,,,,
1029.614653,0.0726292,,,,,
1028.973782,0.0763445,,,,,
1027.941523,0.0757608,,,,,
1027.813702,0.0685664,,,,,
1027.61777,0.0613448,,,,,
1027.047439,0.0559471,,,,,
1026.341787,0.0563782,,,,,
1025.696497,0.0657321,,,,,
1025.128296,0.0746067,,,,,
1024.747021,0.0907356,,,,,
1024.425277,0.13015,,,,,
1024.103735,0.215995,,,,,
1023.664056,0.44955,,,,,
1023.216311,0.903881,,,,,
1022.895527,1.41073,,,,,
1022.389436,1.79657,,,,,
1021.81647,1.94735,,,,,
1021.311445,1.76243,,,,,
1021.05912,1.19613,,,,,
1020.554844,0.647308,,,,,
1020.168569,0.353002,,,,,
1019.858082,0.228794,,,,,
1019.287949,0.168958,,,,,
1018.969623,0.137862,,,,,
1018.718454,0.113792,,,,,
1018.149594,0.0987289,,,,,
1017.648187,0.0900419,,,,,
1017.205688,0.0824349,,,,,
1016.330173,0.0751815,,,,,
1015.198412,0.0766381,,,,,
1014.450837,0.0698947,,,,,
1013.580057,0.0647308,,,,,
1013.207323,0.0693603,,,,,
1012.6446,0.0893534,,,,,
1012.272553,0.137862,,,,,
1011.76866,0.272968,,,,,
1011.644828,0.524137,,,,,
1011.215781,0.734702,,,,,
1010.408179,0.675219,,,,,
1010.161212,0.470736,,,,,
1009.84856,0.350303,,,,,
1009.232052,0.365408,,,,,
1009.043141,0.427672,,,,,
1008.608091,0.485413,,,,,
1007.870187,0.465348,,,,,
1007.681785,0.361225,,,,,
1007.313376,0.236834,,,,,
1007.010663,0.15768,,,,,
1006.634571,0.115109,,,,,
1006.209762,0.0917863,,,,,
1005.711885,0.0763445,,,,,
1005.532443,0.0664933,,,,,
1004.913047,0.0592622,,,,,
1004.489689,0.0544642,,,,,
1003.449096,0.0563782,,,,,
1002.710609,0.0588091,,,,,
1002.410656,0.0627737,,,,,
1002.04609,0.0704333,,,,,
1001.617053,0.0856599,,,,,
1001.309667,0.107839,,,,,
1000.824704,0.125732,,,,,
1000.098141,0.129155,,,,,
999.7916867,0.136808,,,,,
999.1229782,0.143806,,,,,
998.3345695,0.147156,,,,,
998.0934686,0.185258,,,,,
997.7320355,0.283647,,,,,
997.3708641,0.396075,,,,,
996.8255898,0.413153,,,,,
996.4010098,0.307452,,,,,
996.0408012,0.191034,,,,,
995.6168894,0.13015,,,,,
995.3211648,0.107015,,,,,
995.0176304,0.0932061,,,,,
994.4749254,0.0859893,,,,,
993.6938324,0.0802499,,,,,
993.1605256,0.0827519,,,,,
992.3814951,0.0876552,,,,,
991.1280775,0.0890112,,,,,
990.1703205,0.0914347,,,,,
989.9963817,0.101029,,,,,
989.6960859,0.112922,,,,,
989.1591688,0.107839,,,,,
989.0408096,0.0917863,,,,,
988.622834,0.0772285,,,,,
987.7328568,0.0802499,,,,,
986.8444806,0.0793313,,,,,
986.4911472,0.0866518,,,,,
