1229.243299,0.063194,,,,,
1228.366442,0.0693771,,,,,
1227.84336,0.0779636,,,,,
1227.575909,0.1,,,,,
1226.956357,0.14414,,,,,
1225.913037,0.213774,,,,,
1225.02882,0.192713,,,,,
1224.423927,0.167967,,,,,
1223.988774,0.136855,,,,,
1223.45734,0.110929,,,,,
1222.757518,0.10026,,,,,
1221.540772,0.10781,,,,,
1220.939319,0.0954398,,,,,
1220.590747,0.0810557,,,,,
1219.546224,0.0769593,,,,,
1218.683142,0.0920373,,,,,
1217.462533,0.101043,,,,,
1216.602397,0.0913241,,,,,
1216.33982,0.0793916,,,,,
1214.969101,0.0713844,,,,,
1214.195713,0.0795978,,,,,
1213.850981,0.0989682,,,,,
1213.328312,0.145643,,,,,
1212.213207,0.264422,,,,,
1211.526186,0.370419,,,,,
1210.757174,0.466572,,,,,
1209.906483,0.435024,,,,,
1209.564181,0.294082,,,,,
1208.797657,0.167533,,,,,
1208.114501,0.110642,,,,,
1207.773212,0.0864842,,,,,
1207.008955,0.0717556,,,,,
1206.503901,0.0628671,,,,,
1205.999269,0.0587684,,,,,
1204.97956,0.0563801,,,,,
1204.043417,0.059074,,,,,
1203.365623,0.0658709,,,,,
1201.942405,0.0713844,,,,,
1200.848122,0.078981,,,,,
1200.336588,0.102096,,,,,
1199.999679,0.137924,,,,,
1199.164033,0.159479,,,,,
1198.32955,0.139001,,,,,
1197.90117,0.116229,,,,,
1196.906658,0.152601,,,,,
1196.156087,0.169279,,,,,
1195.567836,0.151812,,,,,
1195.233598,0.121783,,,,,
1194.657765,0.101043,,,,,
1193.737586,0.0987119,,,,,
1193.323967,0.118974,,,,,
1193.071341,0.143394,,,,,
1192.073368,0.135795,,,,,
1191.500575,0.105323,,,,,
1191.328845,0.07676,,,,,
1190.585251,0.0640186,,,,,
1189.682747,0.0606258,,,,,
1189.02102,0.0670775,,,,,
1188.690432,0.0787764,,,,,
1188.1095,0.101568,,,,,
1187.540509,0.134742,,,,,
1187.040248,0.183925,,,,,
1186.551763,0.21939,,,,,
1185.814119,0.204555,,,,,
1185.485312,0.159893,,,,,
1184.907507,0.132319,,,,,
1184.341579,0.121467,,,,,
1183.606679,0.109217,,,,,
1183.20005,0.0947003,,,,,
1182.376354,0.0880683,,,,,
1181.486248,0.123372,,,,,
1180.912334,0.192713,,,,,
1180.586239,0.243999,,,,,
1179.855991,0.212118,,,,,
1179.205148,0.145265,,,,,
1178.879995,0.105596,,,,,
1178.073494,0.100781,,,,,
1177.59236,0.127933,,,,,
1177.100444,0.186808,,,,,
1176.374501,0.228683,,,,,
1175.649452,0.207225,,,,,
1175.09233,0.151419,,,,,
1175.00324,0.118358,,,,,
1174.124196,0.113254,,,,,
1173.324187,0.121153,,,,,
1172.680528,0.11503,,,,,
1172.514179,0.10587,,,,,
1171.960024,0.0901478,,,,,
1171.395326,0.0829696,,,,,
1170.75378,0.078166,,,,,
1170.112937,0.075575,,,,,
1169.241193,0.0869339,,,,,
1168.844373,0.112668,,,,,
1168.205618,0.157017,,,,,
1167.490601,0.196242,,,,,
1166.853325,0.201397,,,,,
1166.293535,0.175537,,,,,
1165.898713,0.147543,,,,,
1165.263173,0.131634,,,,,
1164.322094,0.139001,,,,,
1164.322094,0.162821,,,,,
1163.76473,0.241481,,,,,
1163.2079,0.317872,,,,,
1162.34641,0.30654,,,,,
1161.790936,0.2353,,,,,
1161.638545,0.153395,,,,,
1160.844586,0.108934,,,,,
