700.256,0
721.6580001,0
723.4479998,30.8741
724.3009999,57.9417
724.9830001,69.3609
726.091,62.1711
726.6880001,36.7951
727.8819999,7.18985
729.587,0
732.3159998,0
734.6180001,0
736.8349998,5.07519
738.9670001,4.65226
741.4390001,0
748.6020001,0
778.4449999,0
783.902,1.69173
787.9949998,2.53759
789.9560001,10.9962
791.4050001,13.1109
792.5139998,4.22932
793.9629998,0.422932
796.8619999,0
799.1640001,9.72744
800.0169999,23.6842
801.2959999,46.9455
802.5750001,35.9492
803.0869998,16.4944
804.2800001,10.1504
805.3889998,18.609
806.8210002,21.9925
807.2649998,32.9887
807.4350001,52.4436
807.844,82.8947
808.1169998,118.421
808.4580002,138.722
808.868,165.789
809.2770003,204.361
809.8909998,220.263
810.9819999,172.556
811.3229999,137.368
811.8009998,108.271
812.6879999,74.4361
813.7109999,68.3459
814.3249998,84.2481
815.2800002,106.917
816.0300001,85.6015
816.3709999,68.3459
816.7799999,51.0902
817.1210001,33.4962
817.5989998,26.7293
818.4860002,40.6015
819.4410001,63.9474
820.1910001,79.1729
820.6,110.977
821.146,184.06
822.6470001,414.812
823.1919998,523.083
823.6699998,620.188
824.2160001,756.203
824.2840002,796.805
824.9659997,877.331
825.5119998,790.038
826.2619998,507.857
826.5349998,331.241
826.8759998,249.361
826.944,186.09
827.2849998,136.692
827.2169999,89.6617
827.6259998,49.0602
827.8989998,27.0677
828.24,11.5038
829.2629999,3.38346
830.9690002,0
833.9019999,0
842.1560001,0
858.6630003,0
868.4169998,0
878.377,1.69173
880.6280003,5.41353
881.6510001,21.9925
882.6739997,24.6992
884.0380003,10.4887
884.72,3.38346
886.3569999,3.04511
887.7220001,5.07519
889.4950002,3.7218
891.1319998,0.676692
892.5650003,0.676692
894.3379998,7.44361
895.43,19.2857
896.7940001,50.4135
897.6810002,56.5038
898.5679997,40.6015
899.3180001,16.9173
900.477,3.04511
902.9329998,0
905.0480003,3.04511
906.4119999,6.42857
907.9810001,2.36842
911.1190003,0
949.6590003,0
