6683.656336,2.71855,,,,
6681.963377,5.91684,,,,
6680.631226,5.75693,,,,
6680.055325,10.0746,,,,
6678.616007,7.99574,,,,
6677.608853,4.79744,,,,
6675.595457,3.19829,,,,
6673.583274,1.59915,,,,
6671.572304,2.23881,,,,
6670.316063,1.75906,,,,
6669.562546,5.4371,,,,
6667.984299,2.39872,,,,
6666.657715,2.39872,,,,
6665.295827,4.3177,,,,
6664.865873,8.47548,,,,
6663.970312,2.87846,,,,
6663.182419,3.99787,,,,
6661.07035,1.75906,,,,
6660.283142,6.39659,,,,
6659.424581,9.7548,,,,
6658.95962,5.59701,,,,
6656.957452,3.67804,,,,
6656.385626,7.67591,,,,
6655.849627,5.11727,,,,
6654.527867,7.03625,,,,
6654.063589,6.39659,,,,
6652.956727,8.63539,,,,
6651.850233,5.27719,,,,
6650.637081,3.19829,,,,
6649.531359,8.79531,,,,
6648.639915,3.83795,,,,
6647.392294,9.11514,,,,
6646.394535,11.5139,,,,
6645.646412,7.99574,,,,
6644.862845,6.39659,,,,
6644.649177,16.1514,,,,
6643.865845,6.87633,,,,
6643.18948,15.1919,,,,
6642.869144,11.0341,,,,
6642.299735,15.3518,,,,
6641.090065,15.5117,,,,
6640.200882,19.3497,,,,
6639.667487,13.9126,,,,
6637.890122,6.5565,,,,
6637.534763,14.7122,,,,
6636.326828,17.4307,,,,
6636.007154,12.7932,,,,
6635.545457,10.2345,,,,
6634.55125,12.4733,,,,
6633.699311,9.7548,,,,
6633.025014,5.59701,,,,
6632.350853,14.0725,,,,
6631.570418,17.1109,,,,
6631.038409,15.3518,,,,
6629.691033,17.4307,,,,
6628.48595,20.7889,,,,
6627.281306,22.8678,,,,
6626.962503,19.9893,,,,
6626.395817,29.1045,,,,
6625.510565,35.8209,,,,
6624.979527,52.7719,,,,
6623.988484,38.8593,,,,
6623.103875,53.0917,,,,
6623.103875,68.1237,,,,
6622.219502,54.8507,,,,
6622.007288,66.6844,,,,
6621.44145,59.8081,,,,
6620.66358,78.1983,,,,
6620.345413,84.435,,,,
6620.133318,90.5117,,,,
6619.673828,99.307,,,,
6618.684371,110.341,,,,
6618.048449,104.744,,,,
6618.048449,96.1087,,,,
6617.801178,87.3134,,,,
6617.801178,82.0362,,,,
6616.918221,76.2793,,,,
6616.494485,70.5224,,,,
6615.929588,64.6055,,,,
6615.082424,48.1343,,,,
6614.623634,67.6439,,,,
6613.953209,63.4861,,,,
6613.529853,75.3198,,,,
6613.212371,87.3134,,,,
6612.75384,94.8294,,,,
6612.330638,104.264,,,,
6611.97801,111.301,,,,
6611.766452,126.652,,,,
6611.343375,137.846,,,,
6610.885104,120.896,,,,
6610.144953,109.222,,,,
6609.475436,100.107,,,,
6609.158343,83.6354,,,,
6608.911737,74.3603,,,,
6608.03115,62.5267,,,,
6607.714196,52.452,,,,
6607.186007,39.1791,,,,
6606.30588,47.9744,,,,
6606.30588,34.5416,,,,
6604.757425,36.3006,,,,
6603.877944,43.0171,,,,
6603.666904,34.5416,,,,
6602.787714,42.3774,,,,
6601.908758,35.9808,,,,
6601.381497,26.3859,,,,
6599.940745,35.0213,,,,
6599.729957,24.7868,,,,
6598.184583,17.2708,,,,
6597.552593,12.7932,,,,
6596.46445,10.0746,,,,
6594.815369,8.15565,,,,
6593.517736,8.15565,,,,
6592.641246,11.3539,,,,
6591.975269,8.63539,,,,
6591.414551,11.5139,,,,
6590.678754,9.91471,,,,
6590.118257,4.63753,,,,
6589.347728,6.39659,,,,
6588.71743,9.59488,,,,
6588.26229,2.39872,,,,
6587.07222,5.11727,,,,
6586.407368,3.35821,,,,
6585.637707,7.67591,,,,
6584.658399,5.75693,,,,
6583.819224,1.27932,,,,
6582.94531,3.35821,,,,
6582.071629,7.51599,,,,
6581.302981,3.19829,,,,
6580.01066,5.11727,,,,
6579.033024,3.03838,,,,
6577.392646,1.59915,,,,
6576.520438,5.4371,,,,
6575.543839,3.03838,,,,
6574.881312,5.4371,,,,
6574.00977,3.03838,,,,
6572.789998,4.43763,,,,
6571.710007,1.79904,,,,
6570.108094,5.51706,,,,
6569.93402,2.63859,,,,
6569.133399,4.79744,,,,
6568.054609,0.959488,,,,
6566.593588,2.63859,,,,
6565.133217,3.11834,,,,
6564.577056,1.6791,,,,
6563.673495,2.63859,,,,
6561.971307,0.359808,,,,
6560.755998,4.07783,,,,
6559.714664,1.19936,,,,
6558.743049,2.15885,,,,
6557.945153,0.959488,,,,
6557.043417,2.15885,,,,
6555.413985,1.19936,,,,
6554.13181,2.63859,,,,
6552.746239,3.23827,,,,
6551.361253,2.27878,,,,
6550.495935,3.95789,,,,
6549.1119,2.75853,,,,
6548.696804,5.03731,,,,
6548.143424,1.19936,,,,
6543.788824,2.39872,,,,
