6701.828459,3.30777,,,,
6700.778078,3.89369,,,,
6699.655621,3.57661,,,,
6698.642112,5.36633,,,,
6697.62891,2.94488,,,,
6696.435172,4.13059,,,,
6695.422637,4.71711,,,,
6694.735734,9.82042,,,,
6694.012831,2.59043,,,,
6692.170134,8.27846,,,,
6691.520012,4.35845,,,,
6690.581171,9.15734,,,,
6689.859165,10.3497,,,,
6688.956876,6.72685,,,,
6688.163063,4.00822,,,,
6687.621935,10.3165,,,,
6686.576002,6.99268,,,,
6685.494347,14.7971,,,,
6684.809479,16.2909,,,,
6684.340967,25.9098,,,,
6683.764426,13.8688,,,,
6682.971845,29.7996,,,,
6682.39554,37.3111,,,,
6681.963377,46.93,,,,
6681.567277,60.7613,,,,
6681.171223,77.5999,,,,
6680.595229,122.711,,,,
6680.055325,138.645,,,,
6679.767411,160.9,,,,
6679.443539,177.138,,,,
6679.191659,222.254,,,,
6678.723934,256.238,,,,
6678.544057,305.566,,,,
6678.112392,301.048,,,,
6677.752713,317.586,,,,
6677.464999,344.052,,,,
6677.10539,314.869,,,,
6676.9256,288.998,,,,
6676.637957,259.816,,,,
6676.458192,245.977,,,,
6676.350338,231.838,,,,
6676.098692,208.974,,,,
6675.954903,190.021,,,,
6675.73923,168.661,,,,
6675.523572,138.879,,,,
6675.200111,111.802,,,,
6674.912616,82.9214,,,,
6674.37363,66.3691,,,,
6674.122132,51.6264,,,,
6673.798807,38.3865,,,,
6673.224083,27.5494,,,,
6672.829018,18.8202,,,,
6672.039028,13.3938,,,,
6671.069751,13.0786,,,,
6670.208407,10.0579,,,,
6669.311411,16.3614,,,,
6668.73746,13.6458,,,,
6668.02016,9.12298,,,,
6666.801104,11.5113,,,,
6666.084221,13.606,,,,
6665.188333,12.9911,,,,
6664.543443,16.5911,,,,
6664.077767,21.6974,,,,
6663.576342,10.8615,,,,
6662.681129,26.4897,,,,
6662.323111,35.8089,,,,
6661.929335,50.2412,,,,
6661.285076,48.7276,,,,
6660.784071,90.8319,,,,
6659.889607,137.743,,,,
6659.102678,164.803,,,,
6658.709283,248.42,,,,
6658.387449,330.232,,,,
6657.886881,389.181,,,,
6657.529377,478.212,,,,
6657.171913,541.074,,,,
6656.778746,563.627,,,,
6656.278419,580.766,,,,
6655.742438,576.847,,,,
6655.563797,563.609,,,,
6655.34944,522.396,,,,
6655.277991,502.242,,,,
6655.027931,470.955,,,,
6654.742171,437.863,,,,
6654.349291,408.981,,,,
6654.063589,366.263,,,,
6654.027878,334.678,,,,
6653.670789,303.992,,,,
6653.56367,265.488,,,,
6653.349442,226.682,,,,
6652.813933,176.741,,,,
6652.456974,150.867,,,,
6652.314201,125.899,,,,
6651.493377,115.359,,,,
6651.350646,101.219,,,,
6651.207921,88.2821,,,,
6650.458714,79.5481,,,,
6650.316027,91.5776,,,,
6650.209016,99.9987,,,,
6649.959337,115.637,,,,
6649.424373,112.62,,,,
6648.996464,135.776,,,,
6648.925151,160.139,,,,
6648.639915,194.125,,,,
6648.426004,241.046,,,,
6648.14081,280.446,,,,
6647.962577,299.093,,,,
6647.463574,325.256,,,,
6647.356655,353.829,,,,
6647.142826,374.581,,,,
6646.929012,399.845,,,,
6646.216395,390.811,,,,
6645.646412,380.575,,,,
6645.218989,365.529,,,,
6645.076527,348.682,,,,
6644.969684,317.097,,,,
6644.756009,284.005,,,,
6644.577957,265.955,,,,
6644.435523,240.686,,,,
6644.221882,200.977,,,,
6643.901447,148.934,,,,
6643.616642,125.768,,,,
6643.438651,105.913,,,,
6642.833553,88.1567,,,,
6642.33532,59.8739,,,,
6641.694845,49.938,,,,
6641.090065,36.9947,,,,
6640.3787,27.6591,,,,
6639.169729,20.7227,,,,
