6683.404139,3.41615
6682.50359,7.8675
6682.50359,14.2857
6681.603284,8.48861
6680.415251,12.1118
6679.803399,18.6335
6679.335588,24.1201
6678.939799,33.5404
6678.220303,26.3975
6677.752713,23.2919
6677.033473,20.7039
6676.242487,14.9068
6675.271988,16.0455
6674.48142,14.8033
6674.086206,11.0766
6672.793105,5.07246
6672.182649,7.55694
6670.890286,5.48654
6669.526668,9.83437
6668.916809,8.69565
6668.522254,5.2795
6667.733283,6.41822
6667.267161,8.90269
6666.370956,7.66046
6665.976702,10.0414
6665.080843,6.52174
6664.686741,9.62733
6663.791229,13.354
6662.895958,9.21325
6662.036724,15.8385
6661.034564,27.0186
6660.032705,32.7122
6659.46035,43.8923
6658.780806,49.3789
6658.172911,60.1449
6657.886881,49.793
6657.386387,58.7992
6656.885969,42.5466
6656.600049,65.2174
6656.099749,39.7516
6655.313715,68.7371
6655.027931,55.5901
6655.027931,40.7868
6654.527867,51.5528
6654.24215,42.1325
6654.027878,46.0663
6653.742204,39.7516
6653.456554,36.3354
6653.170929,32.1946
6653.063826,30.0207
6651.992985,27.1222
6651.60043,19.8758
6650.601407,15.3209
6649.531359,20.6004
6649.424373,26.1905
6648.426004,35.6108
6647.748709,52.795
6647.178464,61.2836
6646.964647,68.4265
6646.28765,80.4348
6646.07389,91.8219
6645.112142,95.1346
6644.115067,113.975
6644.008255,88.9234
6643.545444,67.3913
6642.940327,58.9027
6642.833553,50.207
6642.26415,39.648
6641.588111,29.3996
6641.26793,22.9814
6640.094196,25.3623
6639.916394,20.1863
6639.027526,17.1843
6638.423232,21.7391
6637.641367,12.7329
6636.39787,10.2484
6635.296877,7.45342
6633.734804,11.4907
6632.563731,6.8323
6631.499479,10.1449
6631.109338,6.21118
6629.726483,10.4555
6629.052994,6.8323
6628.379641,9.31677
6626.997924,5.90062
6626.041688,1.24224
6626.112511,6.72878
6625.652189,11.6977
6624.660945,13.354
6623.776157,10.1449
6622.219502,16.3561
6621.335366,23.6025
6620.168667,27.0186
6619.673828,33.8509
6619.108388,41.7184
6618.507714,40.3727
6617.271376,40.6832
6616.671035,33.1263
6616.000195,27.6398
6615.400085,20.6004
6615.011837,18.4265
6613.670965,15.0104
6612.965462,16.7702
6612.119057,22.2567
6611.413884,28.1574
6611.237615,32.1946
6610.250679,34.6791
6609.58114,33.8509
6609.369735,29.1925
6609.087882,35.0932
6608.700374,27.0186
6607.819844,32.0911
6607.643766,21.9462
6607.749411,16.7702
6607.150797,13.354
6605.883502,8.90269
6605.425987,10.9731
6604.546328,12.4224
6603.385538,10.1449
6603.069029,5.48654
6602.29547,2.69151
6601.240908,5.59006
6599.484053,7.03934
6598.430389,3.72671
6597.868573,5.59006
6596.499545,3.00207
6595.832789,7.55694
6595.341581,4.45135
6594.184024,0.414079
6593.026873,2.58799
6592.255664,4.65839
6590.713788,1.44928
6589.943121,3.62319
6589.347728,1.44928
6587.912224,3.00207
6587.142212,1.24224
6585.497788,3.20911
6584.518521,4.65839
6583.679382,2.17391
6582.805506,3.62319
6581.37285,1.24224
6580.01066,2.89855
6579.347232,0.931677
6578.474506,1.65631
6577.497327,0.001
6575.683335,1.65631
6574.916179,0.724638
6574.532667,6.52174
6573.870344,2.38095
6572.789998,3.51967
6572.511257,6.72878
6571.953845,7.97101
6571.361699,6.00414
6571.083079,17.3913
6570.59555,12.5259
6569.55109,11.9048
6568.57656,10.2484
6568.402567,16.0455
6567.532741,13.5611
6566.767485,6.21118
6565.898092,3.83023
6565.133217,8.17805
6564.090492,0.10352
6563.221808,2.69151
6562.249155,0.931677
6561.589304,4.86542
6560.929586,0.10352
6560.339425,2.48447
6559.575844,0.828157
6558.812441,2.58799
6557.945153,0.310559
6556.90471,3.41615
6556.037927,0.621118
6554.339696,1.86335
6553.369673,2.69151
6552.2268,0.414079
6551.084327,2.07039
6550.322898,0.931677
6549.457854,1.24224
6548.039676,2.69151
6546.794953,0.724638
6545.066955,2.79503
6543.754287,0.207039
