6701.828459,8.29293,,,
6700.959155,18.7642,,,
6699.872841,13.8994,,,
6698.352595,19.5375,,,
6697.411835,15.6415,,,
6696.507508,22.2802,,,
6695.784222,17.4413,,,
6694.880334,37.484,,,
6693.83213,20.1754,,,
6692.748126,15.3106,,,
6692.134013,21.012,,,
6691.483898,17.1362,,,
6690.942233,25.7157,,,
6690.364553,18.0159,,,
6689.859165,26.5954,,,
6689.462127,19.8675,,,
6688.596028,24.5913,,,
6687.441578,15.8939,,,
6686.431761,32.0982,,,
6685.458297,22.4548,,,
6684.521156,35.7927,,,
6683.620306,47.2185,,,
6683.15196,51.0137,,,
6682.791739,83.5433,,,
6682.143438,73.923,,,
6681.927366,93.0543,,,
6681.423252,119.828,,,
6680.811215,153.295,,,
6680.523237,181.04,,,
6680.199291,214.527,,,
6679.911365,261.421,,,
6679.335588,299.678,,,
6678.867843,291.029,,,
6678.508083,263.238,,,
6677.78868,236.378,,,
6677.464999,195.186,,,
6676.961557,147.277,,,
6676.673911,109.917,,,
6675.990849,87.847,,,
6675.523572,65.7915,,,
6674.589214,58.0659,,,
6673.619195,35.9759,,,
6672.182649,43.5346,,,
6671.21333,38.6784,,,
6670.710831,39.5984,,,
6670.244292,25.2053,,,
6669.562546,35.6881,,,
6668.55812,30.829,,,
6667.912578,43.2296,,,
6667.231308,38.3935,,,
6666.29927,56.5185,,,
6665.259995,56.4465,,,
6664.650916,70.7648,,,
6664.113586,68.8096,,,
6663.289848,86.9433,,,
6662.430512,143.371,,,
6661.392444,187.338,,,
6660.998778,258.162,,,
6660.31892,302.155,,,
6660.032705,383.516,,,
6659.138444,416.963,,,
6658.673522,552.887,,,
6658.208666,642.854,,,
6657.886881,761.552,,,
6657.529377,872.591,,,
6657.136168,918.519,,,
6656.564311,946.244,,,
6656.385626,915.592,,,
6656.099749,840.892,,,
6655.742438,768.101,,,
6655.52807,693.404,,,
6655.099374,643.589,,,
6654.813608,591.865,,,
6654.492151,515.248,,,
6654.313577,424.277,,,
6653.920747,308.399,,,
6653.42085,254.749,,,
6653.063826,218.341,,,
6652.635449,194.373,,,
6651.6718,185.687,,,
6651.136561,203.841,,,
6650.851135,236.373,,,
6650.38737,291.87,,,
6650.030672,404.824,,,
6649.495696,463.189,,,
6649.210411,561.785,,,
6648.889495,718.78,,,
6648.711221,827.916,,,
6648.390353,926.511,,,
6648.14081,1071.07,,,
6647.713066,1230.93,,,
6647.427934,1326.65,,,
6647.10719,1443.43,,,
6646.893377,1565.97,,,
6646.323278,1548.7,,,
6645.931392,1500.8,,,
6645.503932,1307.36,,,
6645.254606,1160.86,,,
6644.898458,1022.96,,,
6644.684787,905.18,,,
6644.364308,780.691,,,
6644.221882,722.276,,,
6643.830243,573.846,,,
6643.545444,499.146,,,
6643.082698,367.943,,,
6642.940327,278.891,,,
6642.655604,205.149,,,
6642.26415,171.61,,,
6641.872742,132.326,,,
6641.054493,104.5,,,
6640.3787,75.7285,,,
6639.631931,68.9746,,,
6638.174436,36.3155,,,
6637.428163,44.8806,,,
6636.895213,38.1383,,,
6636.468915,44.8115,,,
6635.936119,36.1544,,,
6635.332387,39.9409,,,
6634.373745,36.0421,,,
6632.883074,41.6802,,,
6632.173466,51.2027,,,
6631.605889,43.503,,,
6630.967481,69.3075,,,
6630.40011,70.2247,,,
6629.939193,82.6396,,,
6629.407445,74.9399,,,
6627.741854,111.204,,,
6627.033345,108.28,,,
6626.608313,136.971,,,
6626.006277,157.992,,,
6625.652189,192.436,,,
6624.944128,222.065,,,
6624.590154,268.953,,,
6623.669998,340.694,,,
6622.96236,452.664,,,
6622.43173,539.753,,,
6621.97192,632.592,,,
6621.44145,718.724,,,
6621.158567,839.34,,,
6620.981777,900.604,,,
6620.486816,926.417,,,
6619.744514,1002.96,,,
6619.320416,941.652,,,
6618.507714,932.978,,,
6618.437054,858.293,,,
6618.154427,763.484,,,
6617.094793,551.814,,,
6616.741658,479.981,,,
6616.600414,413.907,,,
6615.647176,360.222,,,
6614.729503,425.261,,,
6614.200192,513.307,,,
6614.200192,513.307,,,
6613.882646,586.049,,,
6613.424022,711.44,,,
6613.177097,790.89,,,
6612.930191,863.637,,,
6612.506966,920.097,,,
6612.401168,953.598,,,
6611.97801,1011.02,,,
6611.554907,1036.83,,,
6611.308121,971.712,,,
6611.026104,906.586,,,
6610.497385,862.504,,,
6610.356408,798.345,,,
6610.180195,673.867,,,
6609.651611,579.999,,,
6609.475436,500.518,,,
6609.440202,451.686,,,
6608.982194,349.206,,,
6608.52425,268.75,,,
6608.27769,219.901,,,
6607.678981,186.348,,,
6607.326849,145.153,,,
6606.587495,116.375,,,
6605.672333,111.522,,,
6605.109283,89.4606,,,
6604.475966,86.5423,,,
6603.526218,62.5374,,,
6602.928369,68.2388,,,
6602.471263,50.0131,,,
6601.943912,56.6777,,,
6601.240908,43.2219,,,
6600.678613,34.5647,,,
6599.624567,13.4235,,,
6599.097671,21.0456,,,
6598.430389,15.2521,,,
6597.552593,18.061,,,
6597.026027,12.279,,,
6596.253883,15.0938,,,
6595.060924,13.0926,,,
