Transition register 	 shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 shell FS 	 FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 rate [s-1]	 total rate 	 branching ratio
510 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 2 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 48.58190 	 1.0023664E+03	1.3688894E+11	10214628988608700	1.34013e-05
511 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 2 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 54.23800 	 1.0025421E+03	1.4285833E+11	10214628988608700	1.39857e-05
512 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 1 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.41044 	 1.0027857E+03	9.2619054E+10	10214628988608700	9.06729e-06
513 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 1 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 51.06490 	 1.0028260E+03	2.1444021E+11	10214628988608700	2.09934e-05
514 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 1 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 87.06515 	 1.0035406E+03	3.2349647E+11	10214628988608700	3.16699e-05
515 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 9 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d5  	 100 	 1.0040149E+03	5.4961001E+11	10214628988608700	5.38062e-05
516 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)0  	 1 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 1.0041319E+03	6.8741820E+10	10214628988608700	6.72974e-06
517 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 1.0066454E+03	1.5571430E+11	10214628988608700	1.52442e-05
518 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 3 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 55.49097 	 1.0674768E+03	4.2188374E+12	10214628988608700	0.000413019
519 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 3 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.48576 	 1.0727019E+03	5.9143776E+13	10214628988608700	0.00579011
520 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 9 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.11435 	 1.0727057E+03	7.3842308E+13	10214628988608700	0.00722907
521 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.22227 	 1.0728969E+03	2.9441741E+09	10214628988608700	2.88231e-07
522 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 4 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 68.05619 	 1.0729876E+03	4.0712696E+10	10214628988608700	3.98572e-06
523 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 35.93091 	 1.0736899E+03	2.9666617E+09	10214628988608700	2.90433e-07
524 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 3 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 93.42790 	 1.0737210E+03	1.2972908E+11	10214628988608700	1.27003e-05
525 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 4 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 70.35017 	 1.0737312E+03	9.0379351E+11	10214628988608700	8.84803e-05
526 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.20203 	 1.0740020E+03	1.7300893E+12	10214628988608700	0.000169374
527 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 3 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 85.65729 	 1.0740694E+03	1.8889927E+12	10214628988608700	0.00018493
528 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 54.88279 	 1.0755896E+03	1.3570710E+10	10214628988608700	1.32856e-06
529 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 51.20168 	 1.0758275E+03	3.9759661E+10	10214628988608700	3.89242e-06
530 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 61.06906 	 1.0763225E+03	6.9621788E+09	10214628988608700	6.81589e-07
531 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 74.19041 	 1.0764125E+03	3.8331675E+09	10214628988608700	3.75263e-07
532 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 69.76234 	 1.0765416E+03	1.3751471E+10	10214628988608700	1.34625e-06
533 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 9 	 1 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.09269 	 1.0766968E+03	4.3042262E+10	10214628988608700	4.21379e-06
534 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.0822159E+03	4.8561505E+11	10214628988608700	4.75411e-05
535 	 2s 	 (1s)2 (2s)1 (2p)6 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s1 3s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)0  	 5 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.0824651E+03	7.3515865E+11	10214628988608700	7.19712e-05
536 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 2p_4s 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p3 3p*2 3p4 3d*4 3d6  	 100 	 3.6899000E+00	2.2580584E+12	1053413000833000	0.00214356
537 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3s 	 (1s)2 (2s)2 (2p)6 (3s)0 (3p)6 (3d)10 (4s)1  	 1 	 1 	 1s2 2s2 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 6.7393474E+02	2.9834581E+12	1053413000833000	0.00283218
538 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 3 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 61.36367 	 7.1469586E+02	3.6094166E+13	1053413000833000	0.034264
539 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 3 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 58.37300 	 7.1485574E+02	4.6983773E+12	1053413000833000	0.00446015
540 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 2 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 96.44276 	 7.2838411E+02	1.5537411E+13	1053413000833000	0.0147496
541 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 1 	 1 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 62.53466 	 7.2928001E+02	1.5040272E+11	1053413000833000	0.000142777
542 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 2 	 3p*1 3p4 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 56.68920 	 7.2946809E+02	1.7858117E+13	1053413000833000	0.0169526
543 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 3 	 1 	 3p*2 3p3 1s2 2s2 3s1 4s1 2p*2 2p4 3d*4 3d6  	 98.73540 	 7.3076909E+02	4.2957780E+11	1053413000833000	0.000407796
544 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3p 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)5 (3d)10 (4s)1  	 5 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 7.3120205E+02	3.3839950E+10	1053413000833000	3.21241e-05
545 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 1 	 3 	 3p4 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 59.01672 	 7.6338787E+02	4.9391055E+13	1053413000833000	0.0468867
546 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 3 	 3 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 87.18510 	 7.6976243E+02	3.3822872E+13	1053413000833000	0.0321079
547 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 5 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 85.17564 	 7.6980299E+02	1.1332349E+14	1053413000833000	0.107577
548 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 1 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 53.28615 	 7.7267003E+02	2.5410538E+13	1053413000833000	0.0241221
549 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 3 	 2 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 96.69869 	 7.7332001E+02	4.2843415E+13	1053413000833000	0.0406711
550 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 1 	 1 	 3p*1 3p3 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 44.39647 	 7.7337982E+02	2.4047779E+13	1053413000833000	0.0228284
551 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 3 	 1 	 3p*2 3p2 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 85.01197 	 7.7496231E+02	5.8419434E+11	1053413000833000	0.000554573
552 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3p 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)4 (3d)10 (4s)1  	 5 	 1 	 3p*2 3p2 1s2 2s2 3s2 4s1 2p*2 2p4 3d*4 3d6  	 85.55762 	 7.7554153E+02	1.2032801E+13	1053413000833000	0.0114227
553 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 5 	 3 	 3d*4 3d5 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 56.55565 	 7.9796749E+02	4.8425147E+12	1053413000833000	0.00459698
554 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 3 	 3 	 3d*4 3d5 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 59.15143 	 7.9797230E+02	3.4416904E+12	1053413000833000	0.00326718
555 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 3 	 2 	 3d*3 3d6 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 84.25056 	 8.0297579E+02	2.4953500E+12	1053413000833000	0.00236882
556 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 5 	 2 	 3d*4 3d5 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 82.28484 	 8.0316415E+02	1.6126246E+12	1053413000833000	0.00153086
557 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 1 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 8.0353028E+02	5.1027108E+11	1053413000833000	0.000484398
558 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 3 	 1 	 3d*3 3d6 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 76.53562 	 8.0359144E+02	1.4109154E+12	1053413000833000	0.00133938
559 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 5 	 1 	 3d*4 3d5 1s2 2s2 3s1 4s1 2p*2 3p*2 2p4 3p4  	 58.41364 	 8.0368745E+02	2.4986865E+12	1053413000833000	0.00237199
560 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_3d 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)9 (4s)1  	 7 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 8.0381071E+02	7.7898270E+11	1053413000833000	0.000739485
561 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3s_4s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)0  	 1 	 1 	 1s2 2s2 3s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 8.1047671E+02	1.3279496E+11	1053413000833000	0.000126062
562 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 7 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.57760 	 8.4039896E+02	4.2212787E+13	1053413000833000	0.0400724
563 	 2p 	 (1s)2 (2s)2 (2p)5 (3s)2 (3p)6 (3d)10 (4s)1  	 2 	 2 	 2p*1 2p4 1s2 2s2 3s2 4s1 3p*2 3p4 3d*4 3d6  	 99.99914 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 4 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.11637 	 8.4040851E+02	9.8310639E+13	1053413000833000	0.0933258
