# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	1940	 K1L3	    5	     1		 ---> 	 M4M5	    5	     2		0                 	0.00000E+00    	0.0            
	1941	 K1L3	    5	     1		 ---> 	 M5M5	    7	     2		0                 	0.00000E+00    	0.0            
	1942	 K1L3	    5	     1		 ---> 	 M4M4	    3	     1		0                 	0.00000E+00    	0.0            
	1943	 K1L3	    5	     1		 ---> 	 M4M5	    5	     1		0                 	0.00000E+00    	0.0            
	1944	 K1L3	    5	     1		 ---> 	 M4M5	    7	     1		0                 	0.00000E+00    	0.0            
	1945	 K1L3	    5	     1		 ---> 	 M5M5	    9	     1		0                 	0.00000E+00    	0.0            
	1946	 K1L3	    5	     1		 ---> 	 M4N1	    3	     1		0                 	0.00000E+00    	0.0            
	1947	 K1L3	    5	     1		 ---> 	 M5N1	    5	     1		0                 	0.00000E+00    	0.0            
	1948	 K1M1	    1	     2		 ---> 	 K1M1	    1	     1		1.55894396075E+00 	3.31770E+00    	1.3720904715019199e-14
	1949	 K1M1	    1	     2		 ---> 	 K1M1	    3	     1		1.75121434020E+00 	2.46857E-02    	1.0209185204314719e-16
	1950	 K1M1	    1	     2		 ---> 	 K1M2	    3	     3		4.56580114363E+01 	2.51678E+10    	0.0001040856574393888
	1951	 K1M1	    1	     2		 ---> 	 K1M2	    1	     3		4.57352101487E+01 	9.00398E+09    	3.723746922143008e-05
	1952	 K1M1	    1	     2		 ---> 	 K1M2	    1	     2		4.65404510655E+01 	5.19021E+09    	2.1464983832456156e-05
	1953	 K1M1	    1	     2		 ---> 	 K1M3	    1	     1		4.84256196139E+01 	7.82385E+09    	3.2356843703349596e-05
	1954	 K1M1	    1	     2		 ---> 	 K1M3	    3	     2		4.87449366540E+01 	7.98328E+09    	3.301619320412288e-05
	1955	 K1M1	    1	     2		 ---> 	 K1M3	    3	     1		4.91780685328E+01 	7.89974E+09    	3.267069952479904e-05
	1956	 K1M1	    1	     2		 ---> 	 K1M3	    5	     1		5.00242888158E+01 	5.13993E+01    	2.1257042460701276e-13
	1957	 K1M1	    1	     2		 ---> 	 K1M4	    3	     3		1.30279927581E+02 	9.51010E+05    	3.933061335572959e-09
	1958	 K1M1	    1	     2		 ---> 	 K1M4	    5	     3		1.30358119633E+02 	9.58491E+06    	3.9640002656067355e-08
	1959	 K1M1	    1	     2		 ---> 	 K1M4	    5	     2		1.30474280204E+02 	1.90231E+07    	7.867322014777759e-08
	1960	 K1M1	    1	     2		 ---> 	 K1M4	    3	     2		1.30596576025E+02 	1.21545E+07    	5.026697301103199e-08
	1961	 K1M1	    1	     2		 ---> 	 K1M4	    1	     1		1.30713369733E+02 	1.59608E-02    	6.600856496231679e-17
	1962	 K1M1	    1	     2		 ---> 	 K1M5	    3	     1		1.30868232893E+02 	4.13644E+06    	1.7106941284442237e-08
	1963	 K1M1	    1	     2		 ---> 	 K1M5	    5	     1		1.30983826559E+02 	3.35377E+06    	1.3870078248813918e-08
	1964	 K1M1	    1	     2		 ---> 	 K1M5	    7	     1		1.31093549174E+02 	2.33867E-01    	9.671961970604318e-16
	1965	 K1M1	    1	     2		 ---> 	 K1N1	    1	     1		1.39683188213E+02 	3.66547E+05    	1.5159165869657119e-09
	1966	 K1M1	    1	     2		 ---> 	 L1L1	    1	     1		6.87345536818E+03 	3.83488E+03    	1.5859789334036477e-11
	1967	 K1M1	    1	     2		 ---> 	 L1L2	    1	     3		7.00590150135E+03 	1.46501E+10    	6.0587945313169595e-05
	1968	 K1M1	    1	     2		 ---> 	 L1L2	    3	     3		7.00594941898E+03 	3.24903E+10    	0.0001343690841433488
	1969	 K1M1	    1	     2		 ---> 	 L1L2	    1	     2		7.03744133479E+03 	3.76607E+07    	1.5575214039874717e-07
	1970	 K1M1	    1	     2		 ---> 	 L1L3	    1	     1		7.04676883755E+03 	4.74837E+09    	1.963768041765552e-05
	1971	 K1M1	    1	     2		 ---> 	 L1L3	    3	     2		7.04685540118E+03 	6.80772E+09    	2.8154467687413118e-05
	1972	 K1M1	    1	     2		 ---> 	 L1L3	    3	     1		7.05807902707E+03 	5.83601E+07    	2.4135798030532956e-07
	1973	 K1M1	    1	     2		 ---> 	 L1L3	    5	     1		7.05828710002E+03 	3.17906E+06    	1.3147535745645759e-08
	1974	 K1M1	    1	     2		 ---> 	 L2L2	    1	     3		0                 	0.00000E+00    	0.0            
	1975	 K1M1	    1	     2		 ---> 	 L2L3	    3	     3		0                 	0.00000E+00    	0.0            
	1976	 K1M1	    1	     2		 ---> 	 L2L3	    5	     2		0                 	0.00000E+00    	0.0            
	1977	 K1M1	    1	     2		 ---> 	 L2L3	    1	     2		0                 	0.00000E+00    	0.0            
	1978	 K1M1	    1	     2		 ---> 	 L2L3	    3	     2		0                 	0.00000E+00    	0.0            
	1979	 K1M1	    1	     2		 ---> 	 L3L3	    1	     1		0                 	0.00000E+00    	0.0            
	1980	 K1M1	    1	     2		 ---> 	 L3L3	    3	     1		0                 	0.00000E+00    	0.0            
	1981	 K1M1	    1	     2		 ---> 	 L3L3	    5	     1		0                 	0.00000E+00    	0.0            
	1982	 K1M1	    1	     2		 ---> 	 L1M1	    1	     2		7.88443312751E+03 	1.29793E+08    	5.36780717266928e-07
	1983	 K1M1	    1	     2		 ---> 	 L1M1	    1	     1		7.88547846215E+03 	1.05330E+08    	4.3560987841967995e-07
	1984	 K1M1	    1	     2		 ---> 	 L1M1	    3	     1		7.88567498043E+03 	4.76529E+07    	1.9707655915071837e-07
	1985	 K1M1	    1	     2		 ---> 	 L1M2	    3	     3		7.92870372492E+03 	4.35695E+11    	0.0018018897368087198
	1986	 K1M1	    1	     2		 ---> 	 L1M2	    1	     3		7.92877026052E+03 	1.17104E+11    	0.00048430322987238393
	1987	 K1M1	    1	     2		 ---> 	 L1M2	    1	     2		7.92959664506E+03 	6.89564E+10    	0.0002851807559124544
	1988	 K1M1	    1	     2		 ---> 	 L1M3	    1	     1		7.93128313766E+03 	1.21230E+11    	0.00050136699478608
	1989	 K1M1	    1	     2		 ---> 	 L1M3	    3	     2		7.93156867091E+03 	9.58871E+10    	0.0003965571819331216
	1990	 K1M1	    1	     2		 ---> 	 L1M3	    3	     1		7.93195354419E+03 	1.00167E+11    	0.00041425742610523195
	1991	 K1M1	    1	     2		 ---> 	 L1M3	    5	     1		7.93260235218E+03 	1.85594E+07    	7.67555110371424e-08
	1992	 K1M1	    1	     2		 ---> 	 L1M5	    5	     3		8.00784826948E+03 	1.13623E+11    	0.000469906970622608
	1993	 K1M1	    1	     2		 ---> 	 L1M5	    3	     3		8.00786734527E+03 	7.48635E+10    	0.00030961055855949595
	1994	 K1M1	    1	     2		 ---> 	 L1M4	    3	     2		8.00984356976E+03 	8.04563E+08    	3.3274052084968474e-06
	1995	 K1M1	    1	     2		 ---> 	 L1M5	    5	     2		8.01009034796E+03 	1.03377E+08    	4.2753291940939195e-07
	1996	 K1M1	    1	     2		 ---> 	 L1M4	    1	     1		8.01032916270E+03 	5.27118E+05    	2.1799848845801276e-09
	1997	 K1M1	    1	     2		 ---> 	 L1M4	    3	     1		8.01041608955E+03 	1.07277E+08    	4.4366202342379194e-07
	1998	 K1M1	    1	     2		 ---> 	 L1M5	    5	     1		8.01054034896E+03 	1.53040E+08    	6.329225841958399e-07
	1999	 K1M1	    1	     2		 ---> 	 L1M5	    7	     1		8.01068376703E+03 	3.79528E+06    	1.5696016893274877e-08
	2000	 K1M1	    1	     2		 ---> 	 L1N1	    1	     1		8.01959608297E+03 	3.33448E+03    	1.3790301218958079e-11
	2001	 K1M1	    1	     2		 ---> 	 L2M1	    1	     3		8.02957239587E+03 	2.08691E+14    	0.8630766271459359
	2002	 K1M1	    1	     2		 ---> 	 L2M1	    3	     3		8.02975080039E+03 	2.60608E+14    	1.0777880869191678
	2003	 K1M1	    1	     2		 ---> 	 L2M1	    1	     2		8.03069908558E+03 	1.60919E+11    	0.0006655075099726239
	2004	 K1M1	    1	     2		 ---> 	 L3M1	    3	     2		8.04899863171E+03 	5.20023E+14    	2.1506423222770077
	2005	 K1M1	    1	     2		 ---> 	 L3M1	    1	     1		8.04906546870E+03 	1.92373E+14    	0.7955908016826079
	2006	 K1M1	    1	     2		 ---> 	 L3M1	    3	     1		8.05070835294E+03 	6.18274E+12    	0.025569758090767038
	2007	 K1M1	    1	     2		 ---> 	 L3M1	    5	     1		8.05086652150E+03 	1.77303E+10    	7.33266289503888e-05
	2008	 K1M1	    1	     2		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	2009	 K1M1	    1	     2		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	2010	 K1M1	    1	     2		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	2011	 K1M1	    1	     2		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	2012	 K1M1	    1	     2		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	2013	 K1M1	    1	     2		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	2014	 K1M1	    1	     2		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
	2015	 K1M1	    1	     2		 ---> 	 L2M2	    1	     4		0                 	0.00000E+00    	0.0            
	2016	 K1M1	    1	     2		 ---> 	 L3M2	    5	     3		0                 	0.00000E+00    	0.0            
	2017	 K1M1	    1	     2		 ---> 	 L3M2	    1	     2		0                 	0.00000E+00    	0.0            
	2018	 K1M1	    1	     2		 ---> 	 L3M2	    3	     3		0                 	0.00000E+00    	0.0            
	2019	 K1M1	    1	     2		 ---> 	 L3M2	    3	     2		0                 	0.00000E+00    	0.0            
	2020	 K1M1	    1	     2		 ---> 	 L3M2	    5	     2		0                 	0.00000E+00    	0.0            
	2021	 K1M1	    1	     2		 ---> 	 L3M3	    1	     3		0                 	0.00000E+00    	0.0            
	2022	 K1M1	    1	     2		 ---> 	 L3M3	    5	     1		0                 	0.00000E+00    	0.0            
	2023	 K1M1	    1	     2		 ---> 	 L3M3	    7	     1		0                 	0.00000E+00    	0.0            
	2024	 K1M1	    1	     2		 ---> 	 L3M3	    1	     1		0                 	0.00000E+00    	0.0            
	2025	 K1M1	    1	     2		 ---> 	 L3M3	    3	     1		0                 	0.00000E+00    	0.0            
	2026	 K1M1	    1	     2		 ---> 	 L2M4	    3	     7		0                 	0.00000E+00    	0.0            
	2027	 K1M1	    1	     2		 ---> 	 L2M4	    1	     4		0                 	0.00000E+00    	0.0            
	2028	 K1M1	    1	     2		 ---> 	 L2M5	    5	     7		0                 	0.00000E+00    	0.0            
	2029	 K1M1	    1	     2		 ---> 	 L2M5	    7	     4		0                 	0.00000E+00    	0.0            
	2030	 K1M1	    1	     2		 ---> 	 L2M5	    3	     6		0                 	0.00000E+00    	0.0            
	2031	 K1M1	    1	     2		 ---> 	 L2M5	    5	     6		0                 	0.00000E+00    	0.0            
	2032	 K1M1	    1	     2		 ---> 	 L2M4	    5	     5		0                 	0.00000E+00    	0.0            
	2033	 K1M1	    1	     2		 ---> 	 L2M4	    3	     5		0                 	0.00000E+00    	0.0            
	2034	 K1M1	    1	     2		 ---> 	 L2N1	    1	     1		8.16696946078E+03 	1.93354E+12    	0.007996478916923839
	2035	 K1M1	    1	     2		 ---> 	 L3M5	    1	     3		0                 	0.00000E+00    	0.0            
	2036	 K1M1	    1	     2		 ---> 	 L3M5	    3	     4		0                 	0.00000E+00    	0.0            
	2037	 K1M1	    1	     2		 ---> 	 L3M5	    5	     4		0                 	0.00000E+00    	0.0            
	2038	 K1M1	    1	     2		 ---> 	 L3M4	    7	     3		0                 	0.00000E+00    	0.0            
	2039	 K1M1	    1	     2		 ---> 	 L3M4	    1	     2		0                 	0.00000E+00    	0.0            
	2040	 K1M1	    1	     2		 ---> 	 L3M4	    3	     3		0                 	0.00000E+00    	0.0            
	2041	 K1M1	    1	     2		 ---> 	 L3M4	    1	     1		0                 	0.00000E+00    	0.0            
	2042	 K1M1	    1	     2		 ---> 	 L3M4	    3	     2		0                 	0.00000E+00    	0.0            
	2043	 K1M1	    1	     2		 ---> 	 L3M4	    5	     3		0                 	0.00000E+00    	0.0            
	2044	 K1M1	    1	     2		 ---> 	 L3M4	    5	     2		0                 	0.00000E+00    	0.0            
	2045	 K1M1	    1	     2		 ---> 	 L3M5	    7	     2		0                 	0.00000E+00    	0.0            
	2046	 K1M1	    1	     2		 ---> 	 L3M5	    7	     1		0                 	0.00000E+00    	0.0            
	2047	 K1M1	    1	     2		 ---> 	 L3M5	    5	     1		0                 	0.00000E+00    	0.0            
	2048	 K1M1	    1	     2		 ---> 	 L3M5	    3	     1		0                 	0.00000E+00    	0.0            
	2049	 K1M1	    1	     2		 ---> 	 L3M5	    9	     1		0                 	0.00000E+00    	0.0            
	2050	 K1M1	    1	     2		 ---> 	 L3N1	    3	     1		8.18703695057E+03 	3.85731E+12    	0.01595255236045776
	2051	 K1M1	    1	     2		 ---> 	 M1M1	    1	     1		8.85728106082E+03 	7.15843E+08    	2.9604887705077276e-06
	2052	 K1M1	    1	     2		 ---> 	 M1M3	    3	     3		8.89804351832E+03 	6.97480E+14    	2.8845455046060797
	2053	 K1M1	    1	     2		 ---> 	 M1M3	    1	     3		8.89820330927E+03 	3.65136E+14    	1.510081159846656
	2054	 K1M1	    1	     2		 ---> 	 M1M2	    1	     2		8.91173170653E+03 	1.55942E+12    	0.006449242918496319
	2055	 K1M1	    1	     2		 ---> 	 M1M2	    1	     1		8.91262759742E+03 	4.17314E+12    	0.017258720288885438
	2056	 K1M1	    1	     2		 ---> 	 M1M2	    3	     2		8.91281567355E+03 	1.83424E+12    	0.007585807114711039
	2057	 K1M1	    1	     2		 ---> 	 M1M3	    3	     1		8.91411664020E+03 	2.14650E+12    	0.008877210709464
	2058	 K1M1	    1	     2		 ---> 	 M1M3	    5	     1		8.91454962184E+03 	2.73142E+10    	0.00011296245458208319
	2059	 K1M1	    1	     2		 ---> 	 M2M2	    1	     3		0                 	0.00000E+00    	0.0            
	2060	 K1M1	    1	     2		 ---> 	 M2M3	    3	     3		0                 	0.00000E+00    	0.0            
	2061	 K1M1	    1	     2		 ---> 	 M2M3	    5	     2		0                 	0.00000E+00    	0.0            
	2062	 K1M1	    1	     2		 ---> 	 M2M3	    1	     2		0                 	0.00000E+00    	0.0            
	2063	 K1M1	    1	     2		 ---> 	 M2M3	    3	     2		0                 	0.00000E+00    	0.0            
	2064	 K1M1	    1	     2		 ---> 	 M2M3	    1	     1		0                 	0.00000E+00    	0.0            
	2065	 K1M1	    1	     2		 ---> 	 M3M3	    3	     1		0                 	0.00000E+00    	0.0            
	2066	 K1M1	    1	     2		 ---> 	 M3M3	    5	     1		0                 	0.00000E+00    	0.0            
	2067	 K1M1	    1	     2		 ---> 	 M1M5	    5	     3		8.98131554145E+03 	2.13912E+14    	0.8846689481867519
	2068	 K1M1	    1	     2		 ---> 	 M1M5	    3	     3		8.98132034155E+03 	1.43264E+14    	0.5924922967997439
	2069	 K1M1	    1	     2		 ---> 	 M1M4	    3	     2		8.98632411923E+03 	8.59566E+10    	0.0003554879338779936
	2070	 K1M1	    1	     2		 ---> 	 M1M5	    5	     2		8.98651202157E+03 	4.89498E+11    	0.002024401065856608
	2071	 K1M1	    1	     2		 ---> 	 M1M4	    1	     1		8.98687876983E+03 	1.23263E+09    	5.09774807212048e-06
	2072	 K1M1	    1	     2		 ---> 	 M1M4	    3	     1		8.98693976818E+03 	2.14340E+10    	8.864390139606399e-05
	2073	 K1M1	    1	     2		 ---> 	 M1M5	    5	     1		8.98703553152E+03 	4.01986E+10    	0.0001662480514444256
	2074	 K1M1	    1	     2		 ---> 	 M1M5	    7	     1		8.98715849622E+03 	8.91082E+09    	3.685219041887071e-05
	2075	 K1M1	    1	     2		 ---> 	 M1N1	    1	     1		8.99382452632E+03 	1.25400E+08    	5.186127290783999e-07
	2076	 K1M1	    1	     2		 ---> 	 M2M5	    5	     7		0                 	0.00000E+00    	0.0            
	2077	 K1M1	    1	     2		 ---> 	 M2M5	    7	     4		0                 	0.00000E+00    	0.0            
	2078	 K1M1	    1	     2		 ---> 	 M2M4	    3	     7		0                 	0.00000E+00    	0.0            
	2079	 K1M1	    1	     2		 ---> 	 M2M4	    1	     4		0                 	0.00000E+00    	0.0            
	2080	 K1M1	    1	     2		 ---> 	 M2M5	    3	     6		0                 	0.00000E+00    	0.0            
	2081	 K1M1	    1	     2		 ---> 	 M2M5	    5	     6		0                 	0.00000E+00    	0.0            
	2082	 K1M1	    1	     2		 ---> 	 M2M4	    3	     5		0                 	0.00000E+00    	0.0            
	2083	 K1M1	    1	     2		 ---> 	 M2M4	    1	     3		0                 	0.00000E+00    	0.0            
	2084	 K1M1	    1	     2		 ---> 	 M3M5	    5	     5		0                 	0.00000E+00    	0.0            
	2085	 K1M1	    1	     2		 ---> 	 M3M5	    7	     3		0                 	0.00000E+00    	0.0            
	2086	 K1M1	    1	     2		 ---> 	 M3M4	    3	     4		0                 	0.00000E+00    	0.0            
	2087	 K1M1	    1	     2		 ---> 	 M3M4	    1	     2		0                 	0.00000E+00    	0.0            
	2088	 K1M1	    1	     2		 ---> 	 M3M4	    5	     4		0                 	0.00000E+00    	0.0            
	2089	 K1M1	    1	     2		 ---> 	 M3M4	    3	     3		0                 	0.00000E+00    	0.0            
	2090	 K1M1	    1	     2		 ---> 	 M3M4	    1	     1		0                 	0.00000E+00    	0.0            
	2091	 K1M1	    1	     2		 ---> 	 M2M4	    5	     3		0                 	0.00000E+00    	0.0            
	2092	 K1M1	    1	     2		 ---> 	 M2M4	    3	     2		0                 	0.00000E+00    	0.0            
	2093	 K1M1	    1	     2		 ---> 	 M3M4	    5	     2		0                 	0.00000E+00    	0.0            
	2094	 K1M1	    1	     2		 ---> 	 M3M4	    7	     2		0                 	0.00000E+00    	0.0            
	2095	 K1M1	    1	     2		 ---> 	 M3M5	    3	     1		0                 	0.00000E+00    	0.0            
	2096	 K1M1	    1	     2		 ---> 	 M3M4	    5	     1		0                 	0.00000E+00    	0.0            
	2097	 K1M1	    1	     2		 ---> 	 M3M5	    7	     1		0                 	0.00000E+00    	0.0            
	2098	 K1M1	    1	     2		 ---> 	 M3M5	    9	     1		0                 	0.00000E+00    	0.0            
	2099	 K1M1	    1	     2		 ---> 	 M2N1	    1	     1		9.04012816023E+03 	5.51868E+12    	0.02282342660056128
	2100	 K1M1	    1	     2		 ---> 	 M3N1	    3	     1		9.04264155092E+03 	1.07860E+13    	0.044607311769055996
	2101	 K1M1	    1	     2		 ---> 	 M5M5	    1	     3		0                 	0.00000E+00    	0.0            
	2102	 K1M1	    1	     2		 ---> 	 M4M5	    7	     3		0                 	0.00000E+00    	0.0            
	2103	 K1M1	    1	     2		 ---> 	 M4M5	    9	     2		0                 	0.00000E+00    	0.0            
	2104	 K1M1	    1	     2		 ---> 	 M4M5	    1	     2		0                 	0.00000E+00    	0.0            
	2105	 K1M1	    1	     2		 ---> 	 M4M5	    3	     4		0                 	0.00000E+00    	0.0            
	2106	 K1M1	    1	     2		 ---> 	 M4M4	    1	     1		0                 	0.00000E+00    	0.0            
	2107	 K1M1	    1	     2		 ---> 	 M4M5	    3	     3		0                 	0.00000E+00    	0.0            
	2108	 K1M1	    1	     2		 ---> 	 M4M5	    5	     4		0                 	0.00000E+00    	0.0            
	2109	 K1M1	    1	     2		 ---> 	 M5M5	    3	     2		0                 	0.00000E+00    	0.0            
	2110	 K1M1	    1	     2		 ---> 	 M5M5	    5	     3		0                 	0.00000E+00    	0.0            
	2111	 K1M1	    1	     2		 ---> 	 M4M5	    5	     2		0                 	0.00000E+00    	0.0            
	2112	 K1M1	    1	     2		 ---> 	 M5M5	    7	     2		0                 	0.00000E+00    	0.0            
	2113	 K1M1	    1	     2		 ---> 	 M4M4	    3	     1		0                 	0.00000E+00    	0.0            
	2114	 K1M1	    1	     2		 ---> 	 M4M5	    5	     1		0                 	0.00000E+00    	0.0            
	2115	 K1M1	    1	     2		 ---> 	 M4M5	    7	     1		0                 	0.00000E+00    	0.0            
	2116	 K1M1	    1	     2		 ---> 	 M5M5	    9	     1		0                 	0.00000E+00    	0.0            
	2117	 K1M1	    1	     2		 ---> 	 M4N1	    3	     1		9.11821289218E+03 	2.19187E+12    	0.009064845952831519
	2118	 K1M1	    1	     2		 ---> 	 M5N1	    5	     1		9.11846150654E+03 	3.20159E+12    	0.01324071233883664
	2119	 K1M1	    1	     1		 ---> 	 K1M1	    3	     1		1.92270379446E-01 	1.64618E-05    	6.808053447801279e-20
	2120	 K1M1	    1	     1		 ---> 	 K1M2	    3	     3		4.40990674756E+01 	1.99003E+08    	8.230102785070879e-07
	2121	 K1M1	    1	     1		 ---> 	 K1M2	    1	     3		4.41762661880E+01 	3.33385E+09    	1.3787695748309599e-05
	2122	 K1M1	    1	     1		 ---> 	 K1M2	    1	     2		4.49815071047E+01 	1.64748E+09    	6.813429815806079e-06
	2123	 K1M1	    1	     1		 ---> 	 K1M3	    1	     1		4.68666756532E+01 	3.56788E+09    	1.4755566059204478e-05
	2124	 K1M1	    1	     1		 ---> 	 K1M3	    3	     2		4.71859926932E+01 	6.45958E+09    	2.6714676335727676e-05
	2125	 K1M1	    1	     1		 ---> 	 K1M3	    3	     1		4.76191245720E+01 	1.66090E+09    	6.868930476286399e-06
	2126	 K1M1	    1	     1		 ---> 	 K1M3	    5	     1		4.84653448551E+01 	7.16750E+00    	2.964239821108e-14
	2127	 K1M1	    1	     1		 ---> 	 K1M4	    3	     3		1.28720983621E+02 	4.08968E+06    	1.691355746297728e-08
	2128	 K1M1	    1	     1		 ---> 	 K1M4	    5	     3		1.28799175673E+02 	1.82355E+06    	7.541596827040798e-09
	2129	 K1M1	    1	     1		 ---> 	 K1M4	    5	     2		1.28915336243E+02 	9.29336E+02    	3.8434248739298555e-12
	2130	 K1M1	    1	     1		 ---> 	 K1M4	    3	     2		1.29037632064E+02 	6.63445E+04    	2.7437880545727195e-10
	2131	 K1M1	    1	     1		 ---> 	 K1M4	    1	     1		1.29154425773E+02 	6.67062E-02    	2.7587467646291517e-16
	2132	 K1M1	    1	     1		 ---> 	 K1M5	    3	     1		1.29309288932E+02 	1.08539E+05    	4.4888123605614397e-10
	2133	 K1M1	    1	     1		 ---> 	 K1M5	    5	     1		1.29424882599E+02 	1.43882E+05    	5.950481394358719e-10
